step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
1799.0,0,0.0,0.0,8.989604619321197,0,38.0,0.6282847991180747,0,38.0
1806.0,4,13.0,0.4482758620689655,10.557997356778447,4,13.0,0.6086519576564917,4,13.0
1813.0,9,61.0,1.7941176470588236,9.243333306902947,9,61.0,0.5472682260810561,9,61.0
1820.0,5,16.0,0.47058823529411764,6.948303645655092,5,68.0,0.49840836829908886,5,68.0
1827.0,7,47.0,1.2702702702702702,9.418773156302747,7,47.0,0.49482945752368973,7,47.0
1834.0,5,14.0,0.4,7.775699899901093,5,46.0,0.36003076133612977,5,46.0
1841.0,6,43.0,1.6538461538461537,8.582711577124318,6,43.0,0.34231736518524225,6,43.0
1848.0,2,5.0,0.19230769230769232,8.28359085551842,2,28.0,0.4971010762503735,2,28.0
1855.0,2,3.0,0.13636363636363635,11.746077018623355,2,5.0,0.7419817972143253,2,5.0
1862.0,2,7.0,0.3684210526315789,8.79941754555859,2,7.0,0.4912705619522541,2,7.0
1869.0,4,34.0,1.619047619047619,9.625125025715086,4,31.0,0.6095950557516312,4,31.0
1876.0,2,3.0,0.16666666666666666,5.9930746189845685,2,19.0,0.3905053513389782,2,19.0
1883.0,7,39.0,1.6956521739130435,9.148735744186018,7,39.0,0.48240317030975266,7,39.0
1890.0,0,0.0,0.0,8.334165690278494,0,28.0,0.6015598409054805,0,28.0
1897.0,3,13.0,0.4642857142857143,9.985267946752973,3,13.0,0.5924170294942515,3,13.0
1904.0,0,0.0,0.0,9.642324152541212,0,13.0,0.6682222502780054,0,13.0
1911.0,1,6.0,0.18181818181818182,10.793545919725497,1,6.0,0.6629524694520242,1,6.0
1918.0,2,9.0,0.28125,8.452754977221497,2,19.0,0.5341410419250769,2,19.0
1925.0,7,48.0,1.3714285714285714,9.503182139125759,7,48.0,0.5639050439275802,7,48.0
1932.0,3,9.0,0.24324324324324326,8.056182377095295,3,47.0,0.45679521790613686,3,47.0
1939.0,5,19.0,0.48717948717948717,10.409182290433263,5,22.0,0.6240031869146812,5,22.0
1946.0,4,11.0,0.2682926829268293,8.85854337000322,4,38.0,0.5771044404587196,4,38.0
1953.0,10,58.0,1.5675675675675675,8.185170072653266,10,61.0,0.3843262956110094,10,61.0
1960.0,14,144.0,4.114285714285714,7.395078269294541,14,147.0,0.29388838648642357,14,147.0
